description,industry,level,size,line_code,value
Currently employed on: fixed-term employment agreements - 20 to  49,Commercial fishing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Forestry & logging,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,"Agriculture, forestry, & fishing support services",2,total,C0202,36
Currently employed on: fixed-term employment agreements - 20 to  49,Mining,1,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Manufacturing,1,total,C0202,60
Currently employed on: fixed-term employment agreements - 20 to  49,"Food, beverage, & tobacco",2,total,C0202,39
Currently employed on: fixed-term employment agreements - 20 to  49,"Textile, clothing, footwear, & leather",2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Wood & paper product,2,total,C0202,6
Currently employed on: fixed-term employment agreements - 20 to  49,"Printing, publishing, & recorded media",2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,"Petroleum, coal, chemical, & associated product",2,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,Non-metallic mineral product,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Metal product,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Transport and industrial machinery & equipment,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Other machinery & equipment,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Other manufacturing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,"Electricity, gas, water, & waste services",1,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,Construction,1,total,C0202,12
Currently employed on: fixed-term employment agreements - 20 to  49,Wholesale trade,1,total,C0202,15
Currently employed on: fixed-term employment agreements - 20 to  49,Machinery & equipment wholesaling,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Other wholesale trade,2,total,C0202,12
Currently employed on: fixed-term employment agreements - 20 to  49,Retail trade,1,total,C0202,6
Currently employed on: fixed-term employment agreements - 20 to  49,Accommodation & food services,1,total,C0202,102
Currently employed on: fixed-term employment agreements - 20 to  49,"Transport, postal, & warehousing",1,total,C0202,36
Currently employed on: fixed-term employment agreements - 20 to  49,Information media & telecommunications,1,total,C0202,6
Currently employed on: fixed-term employment agreements - 20 to  49,Publishing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Motion picture,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Telecommunications,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,Financial & insurance services,1,total,C0202,15
Currently employed on: fixed-term employment agreements - 20 to  49,Finance,2,total,C0202,6
Currently employed on: fixed-term employment agreements - 20 to  49,Insurance,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 20 to  49,Auxiliary,2,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,"Rental, hiring, & real estate services",1,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,"Professional, scientific, & technical services",1,total,C0202,27
Currently employed on: fixed-term employment agreements - 20 to  49,Computer systems design,2,total,C0202,12
Currently employed on: fixed-term employment agreements - 20 to  49,Other professional scientific,2,total,C0202,18
Currently employed on: fixed-term employment agreements - 20 to  49,Administrative & support services,1,total,C0202,42
Currently employed on: fixed-term employment agreements - 20 to  49,Education & training,1,total,C0202,33
Currently employed on: fixed-term employment agreements - 20 to  49,Health care & social assistance,1,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,Arts & recreation services,1,total,C0202,9
Currently employed on: fixed-term employment agreements - 20 to  49,Other services,1,total,C0202,0
Currently employed on: fixed-term employment agreements - 20 to  49,total,0,total,C0202,450
Currently employed on: fixed-term employment agreements - 40 to 99,total,0,6–19 employees,C0202,120
Currently employed on: fixed-term employment agreements - 40 to 99,total,0,20–49 employees,C0202,30
Currently employed on: fixed-term employment agreements - 40 to 99,total,0,50–99 employees,C0202,39
Currently employed on: fixed-term employment agreements - 40 to 99,total,0,100+ employees,C0202,63
Currently employed on: fixed-term employment agreements - 40 to 99,"Agriculture, forestry, & fishing",1,total,C0202,75
Currently employed on: fixed-term employment agreements - 40 to 99,Agriculture,2,total,C0202,39
Currently employed on: fixed-term employment agreements - 40 to 99,Commercial fishing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Forestry & logging,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,"Agriculture, forestry, & fishing support services",2,total,C0202,39
Currently employed on: fixed-term employment agreements - 40 to 99,Mining,1,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Manufacturing,1,total,C0202,24
Currently employed on: fixed-term employment agreements - 40 to 99,"Food, beverage, & tobacco",2,total,C0202,18
Currently employed on: fixed-term employment agreements - 40 to 99,"Textile, clothing, footwear, & leather",2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Wood & paper product,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,"Printing, publishing, & recorded media",2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,"Petroleum, coal, chemical, & associated product",2,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Non-metallic mineral product,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Metal product,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Transport and industrial machinery & equipment,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Other machinery & equipment,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Other manufacturing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,"Electricity, gas, water, & waste services",1,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Construction,1,total,C0202,6
Currently employed on: fixed-term employment agreements - 40 to 99,Wholesale trade,1,total,C0202,6
Currently employed on: fixed-term employment agreements - 40 to 99,Machinery & equipment wholesaling,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Other wholesale trade,2,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Retail trade,1,total,C0202,9
Currently employed on: fixed-term employment agreements - 40 to 99,Accommodation & food services,1,total,C0202,78
Currently employed on: fixed-term employment agreements - 40 to 99,"Transport, postal, & warehousing",1,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Information media & telecommunications,1,total,C0202,3
Currently employed on: fixed-term employment agreements - 40 to 99,Publishing,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Motion picture,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Telecommunications,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Financial & insurance services,1,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Finance,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Insurance,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,Auxiliary,2,total,C0202,0
Currently employed on: fixed-term employment agreements - 40 to 99,"Rental, hiring, & real estate services",1,total,C0202,6
Currently employed on: fixed-term employment agreements - 40 to 99,"Professional, scientific, & technical services",1,total,C0202,9
